Count,Repo_Name,Description,Forks,Stars,Watchers,Open_Issues,Created_Date,Size
434,spark-deep-learning,Deep Learning Pipelines for Apache Spark,502,1980,1980,86,2017-05-31T17:30:28Z,8678
435,Awesome-Chatbot,"Awesome Chatbot Projects,Corpus,Papers,Tutorials.Chinese Chatbot =>:",415,1979,1979,1,2017-09-01T02:58:01Z,13
436,deforum-stable-diffusion,,361,1976,1976,75,2022-10-28T23:17:50Z,5727
437,RasaGPT,"💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram",177,1974,1974,43,2023-04-25T14:33:51Z,3150
438,ManimML,ManimML is a project focused on providing animations and visualizations of common machine learning concepts with the Manim Community Library.,116,1971,1971,23,2022-02-02T19:26:55Z,281260
439,pennylane,PennyLane is a cross-platform Python library for differentiable programming of quantum computers.  Train a quantum computer the same way as a neural network.,499,1969,1969,317,2018-04-17T16:45:42Z,90459
440,transparent_latent_gan,Use supervised learning to illuminate the latent space of GAN for controlled generation and edit,369,1965,1965,14,2018-09-13T02:23:59Z,3862
441,sagemaker-python-sdk,A library for training and deploying machine learning models on Amazon SageMaker,1091,1964,1964,476,2017-11-14T01:03:33Z,112500
442,torchgeo,"TorchGeo: datasets, samplers, transforms, and pre-trained models for geospatial data",238,1963,1963,118,2021-05-21T05:58:56Z,130613
443,Hacktoberfest2023,Make your first Pull Request on Hacktoberfest 2023. Don't forget to spread love and if you like give us a ⭐️ ,7413,1957,1957,3319,2018-10-09T04:44:58Z,457952
444,Algorithm_Interview_Notes-Chinese,2018/2019/校招/春招/秋招/自然语言处理(NLP)/深度学习(Deep Learning)/机器学习(Machine Learning)/C/C++/Python/面试笔记，此外，还包括创建者看到的所有机器学习/深度学习面经中的问题。 除了其中 DL/ML 相关的，其他与算法岗相关的计算机知识也会记录。 但是不会包括如前端/测试/JAVA/Android等岗位中有关的问题。,544,1954,1954,3,2018-12-04T04:01:44Z,225248
445,awesome-dash,A curated list of awesome Dash (plotly) resources,248,1950,1950,0,2017-10-23T15:17:19Z,181
446,raster-vision,An open source library and framework for deep learning on satellite and aerial imagery.,373,1944,1944,42,2017-02-02T14:31:54Z,72973
447,pygraphistry,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated Graphistry visual graph analyzer",198,1941,1941,150,2015-06-02T20:28:42Z,26950
448,talking-head-anime-demo,"Demo for the ""Talking Head Anime from a Single Image.""",291,1931,1931,7,2019-12-27T11:45:52Z,380
449,gin-config,Gin provides a lightweight configuration framework for Python,119,1928,1928,51,2018-06-27T20:21:12Z,433
450,numpyro,Probabilistic programming with NumPy powered by JAX for autograd and JIT compilation to GPU/TPU/CPU.,203,1922,1922,66,2019-02-13T21:13:59Z,51227
451,pytrader,cryptocurrency trading robot,444,1921,1921,94,2016-03-26T15:39:33Z,194
452,image-quality-assessment,Convolutional Neural Networks to predict the aesthetic and technical quality of images.,432,1919,1919,40,2018-06-12T14:46:09Z,81900
453,colabtools,Python libraries for Google Colaboratory,710,1909,1909,961,2017-11-14T17:49:51Z,793
454,libra,Ergonomic machine learning for everyone.,113,1907,1907,48,2020-04-10T23:25:55Z,190634
455,machine_learning_security,Source code about machine learning and security.,648,1900,1900,44,2017-05-01T20:33:43Z,61652
456,RL4LMs,A modular RL library to fine-tune language models to human preferences,171,1893,1893,43,2022-08-18T05:29:16Z,30548
457,AliceMind,ALIbaba's Collection of Encoder-decoders from MinD (Machine IntelligeNce of Damo) Lab,291,1869,1869,38,2021-05-21T13:04:50Z,27085
458,3D-PointCloud,Papers and Datasets  about Point Cloud.,263,1858,1858,3,2019-03-06T05:21:06Z,1671
459,scancode-toolkit,":mag_right: ScanCode detects licenses, copyrights, dependencies by ""scanning code"" ... to discover and inventory open source and third-party packages used in your code. Sponsored by NLnet project https://nlnet.nl/project/vulnerabilitydatabase, the Google Summer of Code, Azure credits, nexB and others generous sponsors!",513,1847,1847,916,2015-07-01T13:43:06Z,669757
460,automl-gs,"Provide an input CSV and a target field to predict, generate a model + code to run it.",179,1837,1837,28,2019-01-13T18:57:44Z,572
461,sparseml,"Libraries for applying sparsification recipes to neural networks with a few lines of code, enabling faster and smaller models",135,1832,1832,48,2020-12-11T14:07:30Z,271340
462,bt,bt - flexible backtesting for Python,433,1832,1832,81,2014-06-19T16:06:28Z,17865
463,fast-bert,Super easy library for BERT based NLP models,340,1828,1828,161,2019-04-18T22:01:20Z,2203
464,privacy,Library for training machine learning models with privacy for training data,439,1823,1823,115,2018-12-21T18:46:46Z,2208
465,summer2020internships,Keep track of internships for Summer 2020 for undergraduates interested in tech./SWE/related fields,243,1818,1818,5,2019-06-30T00:03:47Z,636
466,SSL4MIS,"Semi Supervised Learning for Medical Image Segmentation, a collection of literature reviews and code implementations.",351,1790,1790,31,2020-09-25T03:39:19Z,957
467,hypertools,A Python toolbox for gaining geometric insights into high-dimensional data,162,1788,1788,65,2016-09-27T21:31:25Z,99877
468,lion-pytorch,"🦁 Lion, new optimizer discovered by Google Brain using genetic algorithms that is purportedly better than Adam(w), in Pytorch",47,1787,1787,6,2023-02-15T04:24:19Z,203
469,ogb,"Benchmark datasets, data loaders, and evaluators for graph machine learning",408,1784,1784,13,2019-11-22T22:13:57Z,4439
470,DS-Career-Resources,Compilation of resources for aspiring data scientists,605,1781,1781,5,2018-07-12T15:09:46Z,111
471,lip-reading-deeplearning,:unlock: Lip Reading - Cross Audio-Visual Recognition using 3D Architectures,337,1779,1779,7,2017-06-20T22:05:34Z,113239
472,pytorch-styleguide,An unofficial styleguide and best practices summary for PyTorch,163,1777,1777,8,2019-04-14T16:05:25Z,1516
473,AudioLDM2,Text-to-Audio/Music Generation,134,1776,1776,47,2023-08-04T14:43:09Z,1611
474,fugue,"A unified interface for distributed computing. Fugue executes SQL, Python, Pandas, and Polars code on Spark, Dask and Ray without any rewrites.",92,1775,1775,41,2020-03-24T16:48:59Z,6534
475,GPflow,Gaussian processes in TensorFlow,436,1774,1774,150,2016-01-14T11:29:24Z,335801
476,DeepLearn,"Implementation of research papers on Deep Learning+ NLP+ CV in Python using Keras, Tensorflow and Scikit Learn.",366,1771,1771,13,2017-05-20T09:46:28Z,31170
477,safetensors,"Simple, safe way to store and distribute tensors",112,1765,1765,64,2022-09-22T14:54:51Z,971
478,mx-maskrcnn,An MXNet implementation of Mask R-CNN,566,1756,1756,53,2017-10-24T06:32:28Z,2111
479,greykite,"A flexible, intuitive and fast forecasting library",103,1754,1754,24,2021-04-27T17:05:53Z,119490
480,RecLearn,Recommender Learning with Tensorflow2.x,489,1752,1752,13,2020-03-29T07:47:59Z,113850
481,Text_Classification,Text Classification Algorithms: A Survey,586,1751,1751,2,2018-07-06T00:10:18Z,14374
482,biobert,Bioinformatics'2020: BioBERT: a pre-trained biomedical language representation model for biomedical text mining,430,1751,1751,54,2019-01-24T18:27:35Z,508
483,Keylogger,"Get Keyboard,Mouse,ScreenShot,Microphone Inputs from Target Computer and Send to your Mail.",423,1740,1740,16,2020-03-06T18:57:57Z,10350
484,ara,ARA Records Ansible and makes it easier to understand and troubleshoot.,169,1739,1739,111,2016-06-08T20:52:08Z,38020
485,TensorNetwork,A library for easy and efficient manipulation of tensor networks.,364,1729,1729,131,2019-04-25T20:38:13Z,4109
486,deepgaze,"Computer Vision library for human-computer interaction. It implements Head Pose and Gaze Direction Estimation Using Convolutional Neural Networks, Skin Detection through Backprojection, Motion Detection and Tracking, Saliency Map.",473,1729,1729,9,2016-03-08T13:35:01Z,244917
487,DeBERTa,The implementation of DeBERTa,202,1720,1720,63,2020-06-08T15:57:14Z,243
488,torchmetrics,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",344,1719,1719,90,2020-12-22T20:02:42Z,10500
489,DirectML,"DirectML is a high-performance, hardware-accelerated DirectX 12 library for machine learning. DirectML provides GPU acceleration for common machine learning tasks across a broad range of supported hardware and drivers, including all DirectX 12-capable GPUs from vendors such as AMD, Intel, NVIDIA, and Qualcomm.",251,1719,1719,161,2019-03-12T00:08:04Z,317804
490,lightning-flash,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7 data domains,213,1717,1717,30,2021-01-28T18:47:16Z,13434
491,CppCon2017,Slides and other materials from CppCon 2017,236,1712,1712,7,2016-09-29T17:56:55Z,356183
492,hivemind,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,121,1707,1707,64,2020-02-27T13:50:19Z,12601
493,NeuralNLP-NeuralClassifier,An Open-source Neural Hierarchical Multi-label Text Classification Toolkit,395,1702,1702,2,2019-07-04T08:16:11Z,11860
494,theMLbook,The Python code to reproduce the illustrations from The Hundred-Page Machine Learning Book.,535,1696,1696,5,2019-01-06T06:40:03Z,3462
495,petastorm,"Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets in Apache Parquet format. It supports ML frameworks such as Tensorflow, Pytorch, and PySpark and can be used from pure Python code.",281,1690,1690,175,2018-06-15T23:15:29Z,2794
496,YOLOP,You Only Look Once for Panopitic Driving Perception.（MIR2022）,381,1690,1690,137,2021-08-25T07:05:19Z,143426
497,PIFu,"This repository contains the code for the paper ""PIFu: Pixel-Aligned Implicit Function for High-Resolution Clothed Human Digitization""",329,1688,1688,52,2019-05-12T18:24:48Z,2495
498,fairlearn,A Python package to assess and improve fairness of machine learning models.,368,1687,1687,161,2018-05-15T01:51:35Z,79247
499,quantum,Hybrid Quantum-Classical Machine Learning in TensorFlow,526,1677,1677,146,2020-02-06T19:58:35Z,22276
500,NeuroNER,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,485,1676,1676,89,2017-03-07T01:24:15Z,126746
